DAY_OF_WEEK,FL_DATE,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN_CITY_NAME,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST_CITY_NAME,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,DEP_DELAY_GROUP,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,ARR_DELAY_GROUP,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
3,1/21/2015,HA,135,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1448,,,,,1525,,,,,100,,,,,
3,1/28/2015,HA,135,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1448,1446,-2,0,-1,1525,1523,-2,0,-1,100,,,,,
3,1/7/2015,HA,141,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1741,1735,-6,0,-1,1832,1828,-4,0,-1,216,,,,,
3,1/14/2015,HA,141,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1741,1736,-5,0,-1,1832,1826,-6,0,-1,216,,,,,
3,1/21/2015,HA,141,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1741,1734,-7,0,-1,1832,1822,-10,0,-1,216,,,,,
3,1/28/2015,HA,141,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1741,1734,-7,0,-1,1832,1827,-5,0,-1,216,,,,,
3,1/7/2015,HA,142,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1621,1617,-4,0,-1,1712,1707,-5,0,-1,216,,,,,
3,1/14/2015,HA,142,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1621,1619,-2,0,-1,1712,1708,-4,0,-1,216,,,,,
3,1/21/2015,HA,142,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1621,1616,-5,0,-1,1712,1706,-6,0,-1,216,,,,,
3,1/28/2015,HA,142,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1621,1612,-9,0,-1,1712,1704,-8,0,-1,216,,,,,
3,1/7/2015,HA,143,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1058,1049,-9,0,-1,1136,1122,-14,0,-1,102,,,,,
3,1/14/2015,HA,143,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1058,1055,-3,0,-1,1136,1136,0,0,0,102,,,,,
3,1/21/2015,HA,143,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1058,1049,-9,0,-1,1136,1125,-11,0,-1,102,,,,,
3,1/28/2015,HA,143,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1058,1048,-10,0,-1,1136,1133,-3,0,-1,102,,,,,
3,1/7/2015,HA,144,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1204,1157,-7,0,-1,1237,1227,-10,0,-1,102,,,,,
3,1/14/2015,HA,144,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1204,1200,-4,0,-1,1237,1243,6,0,0,102,,,,,
3,1/21/2015,HA,144,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1204,1156,-8,0,-1,1237,1226,-11,0,-1,102,,,,,
3,1/28/2015,HA,144,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1204,1201,-3,0,-1,1237,1237,0,0,0,102,,,,,
3,1/7/2015,HA,145,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,905,857,-8,0,-1,940,932,-8,0,-1,100,,,,,
3,1/14/2015,HA,145,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,905,859,-6,0,-1,940,936,-4,0,-1,100,,,,,
3,1/21/2015,HA,145,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,905,855,-10,0,-1,940,931,-9,0,-1,100,,,,,
3,1/28/2015,HA,145,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,905,900,-5,0,-1,940,936,-4,0,-1,100,,,,,
3,1/7/2015,HA,148,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1320,1314,-6,0,-1,1404,1404,0,0,0,163,,,,,
3,1/14/2015,HA,148,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1320,1316,-4,0,-1,1404,1405,1,0,0,163,,,,,
3,1/21/2015,HA,148,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1320,1317,-3,0,-1,1404,1401,-3,0,-1,163,,,,,
3,1/28/2015,HA,148,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1320,1315,-5,0,-1,1404,1402,-2,0,-1,163,,,,,
3,1/7/2015,HA,152,13830,1383002,33830,"Kahului, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1332,1333,1,0,0,1409,1410,1,0,0,121,,,,,
3,1/14/2015,HA,152,13830,1383002,33830,"Kahului, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1332,1333,1,0,0,1409,1409,0,0,0,121,,,,,
3,1/21/2015,HA,152,13830,1383002,33830,"Kahului, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1332,1436,64,1,4,1409,1513,64,1,4,121,64,0,0,0,0
3,1/28/2015,HA,152,13830,1383002,33830,"Kahului, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1332,1323,-9,0,-1,1409,1402,-7,0,-1,121,,,,,
3,1/7/2015,HA,155,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,817,819,2,0,0,852,855,3,0,0,100,,,,,
3,1/14/2015,HA,155,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,817,815,-2,0,-1,852,851,-1,0,-1,100,,,,,
3,1/21/2015,HA,155,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,817,814,-3,0,-1,852,852,0,0,0,100,,,,,
3,1/28/2015,HA,155,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,817,811,-6,0,-1,852,846,-6,0,-1,100,,,,,
3,1/7/2015,HA,156,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,713,709,-4,0,-1,749,748,-1,0,-1,100,,,,,
3,1/14/2015,HA,156,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,713,711,-2,0,-1,749,750,1,0,0,100,,,,,
3,1/21/2015,HA,156,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,713,710,-3,0,-1,749,751,2,0,0,100,,,,,
3,1/28/2015,HA,156,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,713,707,-6,0,-1,749,743,-6,0,-1,100,,,,,
3,1/7/2015,HA,157,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1041,1035,-6,0,-1,1117,1107,-10,0,-1,100,,,,,
3,1/14/2015,HA,157,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1041,1051,10,0,0,1117,1127,10,0,0,100,,,,,
3,1/21/2015,HA,157,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1041,1053,12,0,0,1117,1127,10,0,0,100,,,,,
3,1/28/2015,HA,157,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1041,1038,-3,0,-1,1117,1115,-2,0,-1,100,,,,,
3,1/7/2015,HA,165,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1705,1714,9,0,0,1740,1749,9,0,0,100,,,,,
3,1/14/2015,HA,165,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1705,1706,1,0,0,1740,1742,2,0,0,100,,,,,
3,1/21/2015,HA,165,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1705,,,,,1740,,,,,100,,,,,
3,1/28/2015,HA,165,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1705,1704,-1,0,-1,1740,1741,1,0,0,100,,,,,
3,1/7/2015,HA,166,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1400,1355,-5,0,-1,1439,1434,-5,0,-1,100,,,,,
3,1/14/2015,HA,166,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1400,1353,-7,0,-1,1439,1434,-5,0,-1,100,,,,,
3,1/21/2015,HA,166,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1400,1355,-5,0,-1,1439,1445,6,0,0,100,,,,,
3,1/28/2015,HA,166,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1400,1354,-6,0,-1,1439,1437,-2,0,-1,100,,,,,
3,1/7/2015,HA,168,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1000,1005,5,0,0,1044,1049,5,0,0,163,,,,,
3,1/14/2015,HA,168,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1000,955,-5,0,-1,1044,1101,17,1,1,163,0,0,17,0,0
3,1/21/2015,HA,168,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1000,953,-7,0,-1,1044,1044,0,0,0,163,,,,,
3,1/28/2015,HA,168,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1000,956,-4,0,-1,1044,1039,-5,0,-1,163,,,,,
3,1/7/2015,HA,172,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1458,1454,-4,0,-1,1532,1534,2,0,0,102,,,,,
3,1/14/2015,HA,172,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1458,1501,3,0,0,1532,1546,14,0,0,102,,,,,
3,1/21/2015,HA,172,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1458,1456,-2,0,-1,1532,1534,2,0,0,102,,,,,
3,1/28/2015,HA,172,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1458,1451,-7,0,-1,1532,1533,1,0,0,102,,,,,
3,1/7/2015,HA,173,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1351,1346,-5,0,-1,1430,1430,0,0,0,102,,,,,
3,1/14/2015,HA,173,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1351,1352,1,0,0,1430,1438,8,0,0,102,,,,,
3,1/21/2015,HA,173,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1351,1347,-4,0,-1,1430,1431,1,0,0,102,,,,,
3,1/28/2015,HA,173,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1351,1344,-7,0,-1,1430,1424,-6,0,-1,102,,,,,
3,1/7/2015,HA,178,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1453,1450,-3,0,-1,1537,1533,-4,0,-1,163,,,,,
3,1/14/2015,HA,178,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1453,1447,-6,0,-1,1537,1533,-4,0,-1,163,,,,,
3,1/21/2015,HA,178,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1453,1448,-5,0,-1,1537,1534,-3,0,-1,163,,,,,
3,1/28/2015,HA,178,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1453,1451,-2,0,-1,1537,1539,2,0,0,163,,,,,
3,1/7/2015,HA,179,12402,1240203,32402,"Hilo, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1708,1708,0,0,0,1747,1749,2,0,0,121,,,,,
3,1/14/2015,HA,179,12402,1240203,32402,"Hilo, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1708,1705,-3,0,-1,1747,1748,1,0,0,121,,,,,
3,1/21/2015,HA,179,12402,1240203,32402,"Hilo, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1708,1704,-4,0,-1,1747,1746,-1,0,-1,121,,,,,
3,1/28/2015,HA,179,12402,1240203,32402,"Hilo, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1708,1712,4,0,0,1747,1750,3,0,0,121,,,,,
3,1/7/2015,HA,181,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1309,1303,-6,0,-1,1402,1351,-11,0,-1,216,,,,,
3,1/14/2015,HA,181,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1309,1320,11,0,0,1402,1414,12,0,0,216,,,,,
3,1/21/2015,HA,181,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1309,1327,18,1,1,1402,1419,17,1,1,216,0,0,0,0,17
3,1/28/2015,HA,181,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1309,1300,-9,0,-1,1402,1352,-10,0,-1,216,,,,,
3,1/7/2015,HA,182,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1149,1141,-8,0,-1,1240,1229,-11,0,-1,216,,,,,
3,1/14/2015,HA,182,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1149,1152,3,0,0,1240,1250,10,0,0,216,,,,,
3,1/21/2015,HA,182,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1149,1200,11,0,0,1240,1301,21,1,1,216,13,0,0,0,8
3,1/28/2015,HA,182,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1149,1143,-6,0,-1,1240,1235,-5,0,-1,216,,,,,
3,1/7/2015,HA,183,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1546,1542,-4,0,-1,1624,1624,0,0,0,102,,,,,
3,1/14/2015,HA,183,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1546,1710,84,1,5,1624,1749,85,1,5,102,85,0,0,0,0
3,1/21/2015,HA,183,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1546,1556,10,0,0,1624,1640,16,1,1,102,10,0,0,0,6
3,1/28/2015,HA,183,12173,1217302,32134,"Honolulu, HI",Hawaii,12982,1298202,32982,"Lihue, HI",Hawaii,1546,1539,-7,0,-1,1624,1637,13,0,0,102,,,,,
3,1/7/2015,HA,185,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1145,1138,-7,0,-1,1221,1211,-10,0,-1,100,,,,,
3,1/14/2015,HA,185,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1145,1140,-5,0,-1,1221,1224,3,0,0,100,,,,,
3,1/21/2015,HA,185,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1145,1137,-8,0,-1,1221,1217,-4,0,-1,100,,,,,
3,1/28/2015,HA,185,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1145,1138,-7,0,-1,1221,1213,-8,0,-1,100,,,,,
3,1/7/2015,HA,186,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1555,1549,-6,0,-1,1632,1619,-13,0,-1,100,,,,,
3,1/14/2015,HA,186,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1555,1553,-2,0,-1,1632,1625,-7,0,-1,100,,,,,
3,1/21/2015,HA,186,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1555,1600,5,0,0,1632,1639,7,0,0,100,,,,,
3,1/28/2015,HA,186,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1555,1550,-5,0,-1,1632,1632,0,0,0,100,,,,,
3,1/7/2015,HA,187,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1607,1603,-4,0,-1,1651,1646,-5,0,-1,163,,,,,
3,1/14/2015,HA,187,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1607,1601,-6,0,-1,1651,1652,1,0,0,163,,,,,
3,1/21/2015,HA,187,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1607,1558,-9,0,-1,1651,1651,0,0,0,163,,,,,
3,1/28/2015,HA,187,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1607,1559,-8,0,-1,1651,1647,-4,0,-1,163,,,,,
3,1/7/2015,HA,188,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1519,1518,-1,0,-1,1602,1609,7,0,0,163,,,,,
3,1/14/2015,HA,188,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1519,1515,-4,0,-1,1602,1605,3,0,0,163,,,,,
3,1/21/2015,HA,188,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1519,1520,1,0,0,1602,1608,6,0,0,163,,,,,
3,1/28/2015,HA,188,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,1519,1642,83,1,5,1602,1731,89,1,5,163,89,0,0,0,0
3,1/7/2015,HA,190,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1652,1651,-1,0,-1,1725,1724,-1,0,-1,102,,,,,
3,1/14/2015,HA,190,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1652,1811,79,1,5,1725,1853,88,1,5,102,9,0,0,0,79
3,1/21/2015,HA,190,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1652,1712,20,1,1,1725,1747,22,1,1,102,6,0,0,0,16
3,1/28/2015,HA,190,12982,1298202,32982,"Lihue, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1652,1704,12,0,0,1725,1736,11,0,0,102,,,,,
3,1/7/2015,HA,192,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1548,1555,7,0,0,1639,1644,5,0,0,216,,,,,
3,1/14/2015,HA,192,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1548,1556,8,0,0,1639,1648,9,0,0,216,,,,,
3,1/21/2015,HA,192,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1548,1549,1,0,0,1639,1643,4,0,0,216,,,,,
3,1/28/2015,HA,192,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,1548,1553,5,0,0,1639,1646,7,0,0,216,,,,,
3,1/7/2015,HA,194,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1813,1807,-6,0,-1,1850,1850,0,0,0,100,,,,,
3,1/14/2015,HA,194,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1813,1802,-11,0,-1,1850,1843,-7,0,-1,100,,,,,
3,1/21/2015,HA,194,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1813,1822,9,0,0,1850,1858,8,0,0,100,,,,,
3,1/28/2015,HA,194,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1813,1837,24,1,1,1850,1919,29,1,1,100,5,0,0,0,24
3,1/7/2015,HA,195,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1918,1913,-5,0,-1,1953,1952,-1,0,-1,100,,,,,
3,1/14/2015,HA,195,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1918,1910,-8,0,-1,1953,1946,-7,0,-1,100,,,,,
3,1/21/2015,HA,195,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1918,1927,9,0,0,1953,2005,12,0,0,100,,,,,
3,1/28/2015,HA,195,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1918,1951,33,1,2,1953,2028,35,1,2,100,5,0,0,0,30
3,1/7/2015,HA,201,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,719,713,-6,0,-1,809,801,-8,0,-1,216,,,,,
3,1/14/2015,HA,201,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,719,711,-8,0,-1,809,806,-3,0,-1,216,,,,,
3,1/21/2015,HA,201,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,719,736,17,1,1,809,828,19,1,1,216,2,0,0,0,17
3,1/28/2015,HA,201,12402,1240203,32402,"Hilo, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,719,713,-6,0,-1,809,813,4,0,0,216,,,,,
3,1/7/2015,HA,202,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,600,554,-6,0,-1,650,644,-6,0,-1,216,,,,,
3,1/14/2015,HA,202,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,600,554,-6,0,-1,650,645,-5,0,-1,216,,,,,
3,1/21/2015,HA,202,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,600,624,24,1,1,650,713,23,1,1,216,23,0,0,0,0
3,1/28/2015,HA,202,12173,1217302,32134,"Honolulu, HI",Hawaii,12402,1240203,32402,"Hilo, HI",Hawaii,600,558,-2,0,-1,650,649,-1,0,-1,216,,,,,
3,1/14/2015,HA,395,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1235,1224,-11,0,-1,1311,1302,-9,0,-1,100,,,,,
3,1/21/2015,HA,395,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1235,1224,-11,0,-1,1311,1259,-12,0,-1,100,,,,,
3,1/28/2015,HA,395,13830,1383002,33830,"Kahului, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,1235,1230,-5,0,-1,1311,1306,-5,0,-1,100,,,,,
3,1/7/2015,HA,396,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1225,1219,-6,0,-1,1304,1303,-1,0,-1,100,,,,,
3,1/14/2015,HA,396,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1225,1230,5,0,0,1304,1313,9,0,0,100,,,,,
3,1/21/2015,HA,396,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1225,1219,-6,0,-1,1304,1300,-4,0,-1,100,,,,,
3,1/28/2015,HA,396,12173,1217302,32134,"Honolulu, HI",Hawaii,13830,1383002,33830,"Kahului, HI",Hawaii,1225,1218,-7,0,-1,1304,1259,-5,0,-1,100,,,,,
3,1/7/2015,HA,397,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,2125,2122,-3,0,-1,2208,2208,0,0,0,163,,,,,
3,1/14/2015,HA,397,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,2125,2110,-15,0,-1,2208,2155,-13,0,-1,163,,,,,
3,1/21/2015,HA,397,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,2125,2118,-7,0,-1,2208,2157,-11,0,-1,163,,,,,
3,1/28/2015,HA,397,12758,1275803,32758,"Kona, HI",Hawaii,12173,1217302,32134,"Honolulu, HI",Hawaii,2125,2114,-11,0,-1,2208,2157,-11,0,-1,163,,,,,
3,1/7/2015,HA,398,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,2012,2013,1,0,0,2055,2057,2,0,0,163,,,,,
3,1/14/2015,HA,398,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,2012,2011,-1,0,-1,2055,2053,-2,0,-1,163,,,,,
3,1/21/2015,HA,398,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,2012,2008,-4,0,-1,2055,2054,-1,0,-1,163,,,,,
3,1/28/2015,HA,398,12173,1217302,32134,"Honolulu, HI",Hawaii,12758,1275803,32758,"Kona, HI",Hawaii,2012,2008,-4,0,-1,2055,2052,-3,0,-1,163,,,,,
3,1/7/2015,HA,465,12173,1217302,32134,"Honolulu, HI",Hawaii,14222,1422204,34222,"Pago Pago, TT",U.S. Pacific Trust Territories and Possessions,1645,1639,-6,0,-1,2125,2126,1,0,0,2599,,,,,
3,1/7/2015,HA,466,14222,1422204,34222,"Pago Pago, TT",U.S. Pacific Trust Territories and Possessions,12173,1217302,32134,"Honolulu, HI",Hawaii,2320,2319,-1,0,-1,540,543,3,0,0,2599,,,,,
