GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US96753,96753,ZCTA5 96753,11117,514,6862,436,5341,407,4255,364,6.9,2.3,3.4,1.6,0.6,0.5,12.9,5.1,3.4,1.4,2.6,1.7,1.6,1.3,5.0,2.2,8.1,1.9,7.3,2.2,5.5,2.4,10.3,4.1,8.8,1.8,8.0,2.7,7.0,2.9,11.4,3.7,13.4,2.6,11.9,2.8,10.6,2.8,16.2,5.1,21.2,2.9,20.9,3.7,21.0,4.0,20.9,5.3,13.7,2.5,16.0,3.1,17.1,3.7,10.1,3.9,12.8,1.9,14.7,2.7,17.5,3.3,9.1,3.5,4.5,1.3,5.7,1.7,7.0,2.2,1.3,1.0,7.3,1.5,9.5,1.8,12.2,2.4,2.7,1.8,60458,3275,68644,4405,82775,8163,43945,6227,83631,5676,96633,7935,N,N,57848,7173,23.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
8600000US96754,96754,ZCTA5 96754,1352,151,945,132,725,120,407,116,9.6,4.3,4.7,4.6,5.0,5.8,21.1,11.2,1.8,1.7,0.4,0.8,0.6,1.1,5.2,5.3,6.2,3.1,5.3,3.7,5.5,4.2,8.4,6.1,8.7,3.9,7.9,4.2,7.7,4.8,10.6,7.4,14.9,4.9,15.7,6.0,16.4,7.2,17.2,10.1,19.4,6.3,21.3,7.6,15.4,7.7,20.6,13.2,14.6,5.0,12.4,4.7,14.3,5.6,11.8,9.4,12.4,4.3,18.4,6.5,18.8,7.4,0.5,1.2,7.2,3.6,9.0,4.7,10.9,5.9,0.0,7.1,5.1,2.6,5.0,2.9,5.4,3.4,4.7,5.5,60804,6159,68826,9332,69598,15667,37438,12485,75066,8498,83979,9454,N,N,47182,12803,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
8600000US96755,96755,ZCTA5 96755,983,138,642,106,415,92,341,111,5.8,5.4,0.0,4.6,0.0,7.0,16.7,14.7,3.0,2.3,0.8,1.2,1.2,1.9,7.0,6.8,18.1,8.5,10.7,6.4,7.2,6.6,34.9,19.0,9.0,4.4,9.2,5.9,7.2,6.5,10.3,10.9,14.5,7.6,18.2,10.1,18.1,14.0,11.7,9.9,22.4,8.2,27.9,11.5,36.1,16.8,10.0,9.3,8.7,4.1,7.9,4.6,8.2,6.2,3.5,4.2,13.3,5.2,19.5,7.6,16.1,8.9,2.9,4.4,3.3,2.1,4.4,3.0,3.6,3.6,0.0,8.4,1.9,2.2,1.4,2.1,2.2,3.3,2.9,4.8,49125,15419,63929,11395,65637,9184,17813,7900,66561,13561,73738,9526,N,N,48617,33480,46.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),55.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X)
8600000US96756,96756,ZCTA5 96756,2007,115,1316,115,1000,122,691,109,5.9,2.7,3.0,1.9,0.9,0.9,11.9,7.5,3.4,1.8,0.8,1.0,0.0,3.0,8.2,4.7,7.0,2.4,5.5,2.7,3.2,2.4,10.4,5.2,8.3,3.0,7.3,3.2,7.2,3.9,10.3,5.3,12.3,2.9,9.9,3.5,8.4,3.5,16.9,5.6,21.6,4.1,24.8,5.0,25.4,5.7,17.9,6.1,15.1,3.8,16.3,4.6,20.5,5.9,10.0,5.3,15.6,3.5,19.2,4.2,18.7,4.9,8.2,5.7,5.5,2.4,6.7,2.5,8.2,3.1,3.2,5.0,5.4,1.9,6.5,2.7,7.5,3.1,2.9,2.3,61595,2936,73043,7945,81667,4534,40179,5931,80741,6781,89578,7357,N,N,60027,13151,35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
8600000US96757,96757,ZCTA5 96757,214,54,151,46,77,36,63,31,5.6,6.3,4.0,6.6,7.8,13.0,9.5,14.5,4.2,5.0,4.0,6.2,7.8,12.4,4.8,9.2,3.7,4.0,14.6,12.8,0.0,31.1,4.8,8.4,11.7,9.5,13.2,12.9,13.0,18.6,0.0,35.6,29.9,12.5,19.9,13.5,27.3,20.5,49.2,23.7,24.3,14.0,23.8,17.6,3.9,6.8,27.0,24.6,1.9,2.7,0.0,17.9,0.0,31.1,0.0,35.6,17.3,11.3,20.5,14.3,40.3,24.1,0.0,35.6,0.0,13.1,0.0,17.9,0.0,31.1,0.0,35.6,1.4,2.6,0.0,17.9,0.0,31.1,4.8,8.8,43611,8910,44028,10254,42750,55038,37321,12819,59354,10515,56084,14263,N,N,50219,20083,50.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),54.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X)
8600000US96759,96759,ZCTA5 96759,144,101,144,101,95,89,0,11,0.0,18.7,0.0,18.7,0.0,26.5,-,**,0.0,18.7,0.0,18.7,0.0,26.5,-,**,0.0,18.7,0.0,18.7,0.0,26.5,-,**,34.0,49.8,34.0,49.8,0.0,26.5,-,**,47.2,47.9,47.2,47.9,71.6,42.0,-,**,0.0,18.7,0.0,18.7,0.0,26.5,-,**,18.8,28.2,18.8,28.2,28.4,42.0,-,**,0.0,18.7,0.0,18.7,0.0,26.5,-,**,0.0,18.7,0.0,18.7,0.0,26.5,-,**,0.0,18.7,0.0,18.7,0.0,26.5,-,**,48346,23790,48346,26970,49246,25542,-,**,48145,14991,47219,16125,N,N,-,**,47.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96760,96760,ZCTA5 96760,912,143,599,141,433,131,313,92,11.4,5.8,4.8,5.2,1.2,1.9,24.0,11.2,8.4,4.9,6.7,4.5,2.5,4.0,11.8,11.0,20.3,8.1,15.0,10.0,16.6,13.0,33.2,13.0,9.5,5.1,15.5,8.1,15.7,10.4,6.7,6.0,11.1,6.6,11.4,8.2,9.2,8.5,7.7,7.1,14.1,5.8,17.5,8.4,20.6,11.3,7.7,6.2,15.6,8.1,14.5,11.3,17.8,14.9,8.9,8.5,6.9,4.2,10.5,5.9,12.7,7.6,0.0,9.1,2.6,1.9,4.0,2.9,3.7,2.9,0.0,9.1,0.0,3.2,0.0,4.9,0.0,6.7,0.0,9.1,35577,13412,45272,16261,54830,19871,17418,4738,47510,7228,55935,9248,N,N,26308,6111,36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X)
8600000US96761,96761,ZCTA5 96761,7280,388,4397,363,3320,337,2883,298,3.1,1.2,1.7,1.2,0.8,0.9,5.5,2.3,3.4,1.4,1.9,1.4,0.7,0.6,5.8,3.0,8.1,2.7,4.2,2.8,3.8,3.1,14.2,5.3,9.1,2.2,9.6,2.6,5.0,2.0,9.3,3.7,15.0,2.6,14.3,3.1,10.6,3.4,18.2,5.1,17.9,3.3,13.9,3.8,16.4,4.8,23.6,6.7,17.0,3.0,21.4,4.4,23.7,4.8,10.1,3.5,13.8,2.7,18.1,3.5,23.0,4.5,6.3,3.6,4.8,1.3,5.6,1.9,6.1,2.1,3.7,2.0,7.6,1.7,9.4,2.0,9.9,2.3,3.3,1.7,64603,7079,80290,5305,84749,3214,46852,6064,87446,5059,100404,6397,N,N,62353,7905,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X)
8600000US96762,96762,ZCTA5 96762,906,108,756,97,632,102,150,59,5.5,4.2,6.1,5.0,4.6,4.3,2.7,4.2,1.7,1.4,0.5,0.9,0.6,1.0,7.3,7.6,4.3,3.2,5.2,3.8,4.3,4.5,0.0,18.0,6.8,4.2,6.5,5.1,6.8,5.8,8.7,8.5,6.5,4.0,6.3,4.1,5.5,4.6,7.3,11.9,24.4,7.4,19.8,7.6,19.5,8.1,51.3,20.3,15.1,5.8,14.8,6.4,13.8,6.0,16.0,15.3,19.5,6.5,22.1,7.4,22.6,8.2,6.7,5.9,10.2,4.4,12.2,5.1,14.6,5.9,0.0,18.0,6.0,4.4,6.5,4.6,7.8,5.5,0.0,18.0,78047,14335,80865,11369,88571,17424,62917,5804,88650,11042,92456,11635,N,N,62519,8030,40.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.3,(X)
8600000US96763,96763,ZCTA5 96763,1074,93,791,110,580,115,283,79,3.4,3.3,7.6,6.6,2.9,4.8,6.7,7.1,4.6,4.4,0.0,3.7,0.0,5.0,6.4,7.3,10.6,5.3,10.5,6.2,7.9,6.5,15.5,13.2,10.6,5.5,14.2,7.5,10.0,7.1,0.0,10.0,16.3,7.7,13.3,7.7,10.0,7.8,29.3,14.7,13.3,6.0,12.1,6.5,16.6,8.6,12.0,11.4,18.8,6.7,20.4,7.8,25.2,10.0,11.0,11.9,15.6,6.5,13.3,6.5,18.1,8.6,17.7,15.0,5.4,3.7,6.8,5.2,6.7,5.6,1.4,2.3,1.4,2.2,1.9,3.0,2.6,4.2,0.0,10.0,58472,19385,54965,14701,80368,18809,41654,18102,68097,8566,68269,10447,N,N,55460,15149,32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
8600000US96764,96764,ZCTA5 96764,228,58,164,53,99,39,64,34,7.0,6.0,0.0,16.6,0.0,25.7,25.0,18.9,0.9,1.2,0.0,16.6,0.0,25.7,3.1,4.5,10.5,8.1,10.4,10.3,4.0,6.3,10.9,12.3,3.9,4.8,0.0,16.6,0.0,25.7,14.1,17.5,17.1,10.6,19.5,12.9,21.2,15.4,10.9,14.1,14.0,8.1,17.7,11.0,17.2,13.4,4.7,8.7,12.7,10.9,17.7,14.6,12.1,9.8,0.0,35.3,22.8,13.3,21.3,12.4,31.3,17.1,26.6,32.7,9.6,7.6,13.4,9.7,14.1,11.4,0.0,35.3,1.3,2.1,0.0,16.6,0.0,25.7,4.7,8.4,65625,23837,80147,25337,98125,41856,34286,41760,77633,12488,85618,14172,N,N,57175,27850,48.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),49.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46.9,(X)
8600000US96765,96765,ZCTA5 96765,186,53,155,50,136,47,31,24,0.0,14.9,0.0,17.5,0.0,19.7,0.0,51.2,8.1,8.6,0.0,17.5,0.0,19.7,48.4,36.8,7.0,8.0,8.4,9.4,4.4,7.1,0.0,51.2,6.5,8.6,1.9,3.8,2.2,4.3,29.0,37.4,14.5,12.2,14.8,14.2,16.9,16.2,12.9,18.8,24.7,14.9,27.7,17.5,22.8,16.4,9.7,18.1,3.8,5.8,4.5,7.2,5.1,8.0,0.0,51.2,26.9,17.0,32.3,20.7,36.8,23.4,0.0,51.2,0.0,14.9,0.0,17.5,0.0,19.7,0.0,51.2,8.6,12.3,10.3,14.2,11.8,16.1,0.0,51.2,57292,26931,69844,56815,96786,56362,32639,39128,80824,22853,91372,23841,N,N,28081,10510,50.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X)
8600000US96766,96766,ZCTA5 96766,4671,241,3336,211,2606,215,1335,210,4.3,2.1,4.2,3.0,2.1,1.8,9.9,6.6,3.5,2.6,2.4,2.4,0.5,0.9,6.9,6.6,10.7,3.7,6.9,2.7,5.3,2.7,20.3,8.6,8.3,2.1,5.1,2.4,3.6,1.8,14.5,5.8,9.6,2.2,8.5,2.9,6.3,3.1,11.8,4.7,22.3,3.7,23.4,4.7,25.7,5.7,17.3,7.5,13.7,3.0,17.1,4.1,19.1,4.9,7.1,4.0,15.3,3.7,19.7,4.7,23.0,5.5,4.2,5.0,5.4,2.0,5.5,2.3,5.7,2.5,2.8,3.2,6.9,2.7,7.2,2.9,8.7,3.6,5.2,6.2,66083,4851,74485,7502,81806,8912,34221,6935,82660,9573,90248,11322,N,N,57305,18509,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X)
8600000US96768,96768,ZCTA5 96768,6027,245,4308,310,3329,270,1719,265,4.6,2.3,1.2,0.8,0.2,0.2,13.4,7.0,3.8,1.7,1.8,1.5,1.3,1.5,10.0,5.2,5.5,2.1,3.8,2.1,3.7,2.4,9.5,5.8,8.2,2.6,8.2,3.4,5.0,3.4,11.9,6.9,13.6,3.1,12.6,3.4,11.5,3.9,18.0,7.3,17.3,3.0,19.1,3.6,18.7,4.4,14.0,5.7,17.5,4.0,19.1,4.6,18.0,5.5,11.9,7.5,18.0,3.6,21.2,4.1,25.7,5.1,7.9,6.5,6.5,2.4,7.5,3.1,9.2,4.0,0.0,1.7,5.0,1.8,5.5,2.5,6.7,3.2,3.5,2.9,71069,9395,78364,4610,83155,4844,37331,7801,83443,6102,90407,6908,N,N,57848,16191,21.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.2,(X)
8600000US96769,96769,ZCTA5 96769,117,35,100,33,76,28,17,12,1.7,3.3,0.0,25.5,0.0,31.4,11.8,21.3,0.0,22.4,0.0,25.5,0.0,31.4,0.0,69.1,11.1,8.6,3.0,3.8,3.9,5.2,58.8,30.7,17.1,10.6,25.0,14.8,26.3,15.7,0.0,69.1,4.3,5.2,5.0,6.2,6.6,8.6,0.0,69.1,17.1,9.9,24.0,15.1,15.8,13.5,23.5,19.7,16.2,11.0,10.0,7.6,6.6,8.2,5.9,12.5,23.9,14.1,23.0,17.1,27.6,21.7,0.0,69.1,0.0,22.4,0.0,25.5,0.0,31.4,0.0,69.1,8.5,7.9,10.0,9.3,13.2,12.7,0.0,69.1,73125,19769,70938,14136,66667,42292,23250,2651,91801,25934,95225,30340,N,N,34718,11912,65.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),69.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),47.1,(X)
8600000US96770,96770,ZCTA5 96770,267,76,219,75,168,70,48,25,19.9,12.3,15.1,13.5,10.1,15.2,41.7,26.7,3.7,3.4,0.0,12.8,0.0,16.3,20.8,17.5,12.4,6.9,12.8,8.1,8.3,7.8,25.0,22.6,3.0,3.4,5.9,5.4,1.8,3.0,0.0,41.1,24.3,14.1,27.9,17.0,35.1,21.4,0.0,41.1,13.9,11.0,11.9,11.9,11.3,14.1,12.5,17.1,6.7,8.1,7.8,9.4,8.9,12.5,0.0,41.1,7.9,7.1,8.7,9.3,11.3,12.3,0.0,41.1,5.6,8.4,6.8,10.1,8.9,13.3,0.0,41.1,2.6,3.7,3.2,4.5,4.2,5.9,0.0,41.1,42125,3141,42670,3268,44545,31885,11429,5265,72662,36334,82321,43421,N,N,18104,11352,40.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),47.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X)
8600000US96771,96771,ZCTA5 96771,2415,226,1544,211,944,177,871,182,22.3,6.0,12.8,5.0,7.9,6.1,39.8,10.3,7.0,2.7,6.3,3.1,8.3,4.9,8.0,5.5,16.5,5.1,21.9,7.6,16.3,6.9,12.3,6.7,8.3,3.3,7.9,3.9,4.6,3.2,9.2,5.1,9.3,3.2,7.9,3.7,9.0,5.5,10.1,4.5,17.1,5.1,19.0,6.9,19.2,9.1,13.1,5.6,11.4,3.9,13.1,5.5,19.5,7.5,4.7,4.3,3.6,2.0,4.7,2.9,7.1,4.5,1.5,1.7,3.7,2.8,5.1,4.2,6.3,7.0,1.3,2.0,0.7,0.7,1.2,1.2,1.9,1.9,0.0,3.4,28771,8524,36574,13172,54125,14092,15841,7110,44612,5970,52518,8244,N,N,27305,6194,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
8600000US96772,96772,ZCTA5 96772,850,179,550,135,368,112,300,142,11.5,9.5,3.5,3.4,3.0,3.4,26.3,23.4,14.6,9.7,10.9,9.6,5.2,4.4,21.3,20.4,18.2,7.2,22.2,8.2,14.1,8.2,17.7,18.5,10.2,7.9,7.8,6.6,6.5,5.7,14.7,19.0,7.9,5.0,9.6,6.9,13.9,10.2,4.7,5.5,12.5,7.0,9.3,6.1,9.5,8.1,11.7,13.7,6.6,7.5,10.2,11.5,13.9,16.9,0.0,9.5,12.1,8.8,19.8,12.3,27.2,16.9,0.0,9.5,3.6,2.2,6.7,4.4,6.8,3.9,0.0,9.5,2.7,3.1,0.0,5.3,0.0,7.8,3.7,6.2,29250,14211,41339,24985,69500,34095,15486,6524,61100,23823,59383,10976,N,N,57146,64751,41.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X)
8600000US96773,96773,ZCTA5 96773,63,37,52,37,52,37,11,11,0.0,35.6,0.0,39.5,0.0,39.5,0.0,85.9,0.0,35.6,0.0,39.5,0.0,39.5,0.0,85.9,0.0,35.6,0.0,39.5,0.0,39.5,0.0,85.9,0.0,35.6,0.0,39.5,0.0,39.5,0.0,85.9,31.7,32.7,26.9,37.9,26.9,37.9,54.5,50.8,7.9,13.8,9.6,16.1,9.6,16.1,0.0,85.9,25.4,33.1,30.8,38.9,30.8,38.9,0.0,85.9,34.9,30.4,32.7,35.4,32.7,35.4,45.5,50.8,0.0,35.6,0.0,39.5,0.0,39.5,0.0,85.9,0.0,35.6,0.0,39.5,0.0,39.5,0.0,85.9,98516,49429,98594,46989,98594,46989,-,**,79108,19855,80621,23347,N,N,N,N,9.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),54.5,(X)
8600000US96774,96774,ZCTA5 96774,131,69,113,65,97,63,18,28,9.9,17.0,11.5,20.0,13.4,23.9,0.0,67.2,0.0,20.3,0.0,23.0,0.0,26.1,0.0,67.2,12.2,18.5,14.2,21.5,0.0,26.1,0.0,67.2,13.7,19.7,0.0,23.0,0.0,26.1,100.0,67.2,42.0,34.2,48.7,37.3,56.7,39.6,0.0,67.2,10.7,17.2,12.4,20.0,14.4,23.5,0.0,67.2,11.5,16.8,13.3,19.5,15.5,23.1,0.0,67.2,0.0,20.3,0.0,23.0,0.0,26.1,0.0,67.2,0.0,20.3,0.0,23.0,0.0,26.1,0.0,67.2,0.0,20.3,0.0,23.0,0.0,26.1,0.0,67.2,46927,17541,47782,2697,48427,11319,-,**,44368,14239,47364,15360,N,N,N,N,0.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X)
8600000US96776,96776,ZCTA5 96776,543,92,402,94,268,72,141,59,1.7,1.8,1.5,2.1,1.9,2.9,2.8,4.3,4.2,3.1,2.0,2.6,0.0,10.6,10.6,10.1,7.2,4.1,5.5,3.9,4.9,4.6,12.1,12.4,5.5,5.6,18.9,16.9,8.2,10.5,0.7,1.4,22.5,9.1,23.6,11.1,28.0,14.1,28.4,19.0,27.8,13.3,11.9,8.0,13.8,10.2,32.6,27.8,15.5,8.9,19.9,11.5,24.3,15.0,0.0,19.0,9.8,7.6,12.9,10.1,13.4,12.7,9.9,13.4,3.1,3.8,0.0,7.2,0.0,10.6,2.8,5.1,2.8,4.5,3.7,6.2,5.6,9.3,0.0,19.0,55351,3939,49000,16238,55357,34823,42443,20462,67003,11808,66354,15156,N,N,51799,14940,38.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X)
8600000US96777,96777,ZCTA5 96777,435,101,258,64,174,53,177,76,9.2,6.2,0.0,11.0,0.0,15.8,22.6,15.8,4.8,5.4,10.1,9.9,0.0,15.8,5.6,6.9,25.7,12.1,7.0,6.9,7.5,8.7,49.7,22.0,8.5,7.0,9.3,10.3,5.7,9.0,4.5,7.4,9.4,6.6,16.3,10.0,21.8,13.5,1.7,2.6,18.9,9.1,24.0,11.1,27.6,13.6,11.9,13.7,14.7,7.6,20.2,11.3,19.5,12.7,4.0,6.3,5.5,5.9,11.2,8.9,14.9,12.3,0.0,15.5,3.2,4.1,1.9,3.5,2.9,5.0,0.0,15.5,0.0,6.7,0.0,11.0,0.0,15.8,0.0,15.5,41406,17922,57692,10006,59722,12066,20885,5144,50934,9259,62824,11331,N,N,24847,7339,43.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),48.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
8600000US96778,96778,ZCTA5 96778,5089,316,3029,351,1942,330,2060,255,16.1,3.2,10.2,3.0,6.1,3.6,27.4,6.6,8.6,2.6,8.7,3.7,6.4,3.6,8.9,3.3,16.9,3.7,16.5,5.2,11.9,5.7,17.2,5.5,13.5,3.3,11.5,3.7,12.5,4.7,17.0,5.6,13.7,3.3,13.7,4.1,16.3,6.2,14.1,4.7,14.5,3.3,17.3,4.4,20.0,6.2,8.5,4.2,8.8,3.0,11.7,4.8,14.6,6.8,3.1,1.5,6.2,2.2,9.0,3.6,10.4,4.7,1.0,0.8,1.8,1.5,1.0,0.8,1.4,1.2,2.7,3.7,0.1,0.1,0.2,0.2,0.4,0.4,0.0,1.4,31422,2888,37007,8212,44905,8068,23011,4491,41936,3606,47345,4868,N,N,30721,6194,38.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X)
8600000US96779,96779,ZCTA5 96779,900,95,616,81,420,74,284,63,3.2,3.2,3.2,3.7,0.2,1.0,10.2,10.1,7.0,5.0,5.0,5.3,6.0,7.5,11.3,10.8,6.3,3.5,6.0,4.1,2.4,2.8,8.5,6.5,7.3,3.6,6.5,3.7,7.4,5.3,7.7,7.6,10.2,5.5,6.7,4.3,9.0,5.9,16.5,13.2,17.6,5.6,16.7,6.5,20.5,8.2,13.7,8.5,18.2,5.8,23.2,7.5,25.0,8.6,8.8,7.3,13.2,6.4,19.2,8.1,14.8,7.0,10.2,10.8,9.1,4.4,4.9,3.3,6.2,4.7,8.1,4.7,7.8,4.2,8.6,5.5,8.6,6.2,4.9,6.1,69868,17022,80403,9145,78750,9323,48500,10370,96654,15364,97572,16327,N,N,78493,29537,28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X)
8600000US96780,96780,ZCTA5 96780,230,77,202,70,167,67,28,43,0.0,12.2,8.4,12.8,0.0,16.4,0.0,53.8,7.4,11.4,0.0,13.8,0.0,16.4,0.0,53.8,9.1,14.2,10.4,16.1,12.6,20.2,0.0,53.8,3.5,6.5,4.0,7.6,4.8,9.1,0.0,53.8,12.2,11.9,22.8,17.1,16.8,15.2,0.0,53.8,20.0,20.9,0.0,13.8,0.0,16.4,100.0,53.8,24.3,21.3,27.7,22.6,33.5,26.9,0.0,53.8,23.5,16.7,26.7,18.8,32.3,23.7,0.0,53.8,0.0,12.2,0.0,13.8,0.0,16.4,0.0,53.8,0.0,12.2,0.0,13.8,0.0,16.4,0.0,53.8,67054,17593,75804,52762,77366,28287,-,**,70156,13224,67608,16131,N,N,N,N,47.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),53.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),0.0,(X)
8600000US96781,96781,ZCTA5 96781,571,91,404,83,295,84,167,53,10.3,6.7,2.5,3.7,3.4,5.0,29.3,19.2,6.8,7.6,15.8,12.7,11.5,13.8,0.0,16.4,13.8,7.4,15.1,10.0,12.2,10.7,10.8,10.4,7.4,5.3,2.5,3.4,3.4,4.6,19.2,15.4,18.2,7.4,20.8,9.7,20.3,10.3,15.6,12.7,16.5,6.9,21.0,9.1,21.4,11.4,4.2,4.5,11.9,6.8,11.9,7.4,13.6,8.9,9.6,11.2,12.8,8.6,7.2,5.2,9.8,7.1,11.4,11.6,2.3,2.8,3.2,3.8,4.4,5.1,0.0,16.4,0.0,5.1,0.0,7.2,0.0,9.7,0.0,16.4,42697,8598,43200,9952,49306,24073,26964,15958,53036,8261,51968,8490,N,N,40248,13414,24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X)
